wavenumber_cm-1,intensity
500.0,9.800808193613029e-25
501.75087543771883,1.1099157336134893e-25
503.5017508754377,1.204652817426811e-26
505.25262631315655,1.2530764517454583e-27
507.00350175087544,1.2492144858815468e-28
508.7543771885943,1.1935489353788656e-29
510.50525262631317,1.0929171045050363e-30
512.256128064032,9.59131139201697e-32
514.0070035017509,8.06700886666168e-33
515.7578789394697,6.502657089738218e-34
517.5087543771886,5.023575641354435e-35
519.2596298149075,3.7194507657774954e-36
521.0105052526263,2.6392981771211576e-37
522.7613806903452,1.794906690224413e-38
524.512256128064,1.1698739484156474e-39
526.2631315657829,7.307688699272216e-41
528.0140070035018,4.374866270844732e-42
529.7648824412206,2.5101131619569796e-43
531.5157578789394,1.3802749135376638e-44
533.2666333166583,7.274140138613987e-46
535.0175087543772,3.6740199273913946e-47
536.768384192096,1.7784641963890593e-48
538.5192596298149,8.250732758324285e-50
540.2701350675337,3.668459168869797e-51
542.0210105052527,1.5632147121191611e-52
543.7718859429715,6.384065775388239e-54
545.5227613806903,2.4987329697170277e-55
547.2736368184092,9.373161855489751e-57
549.0245122561281,3.369738197206668e-58
550.7753876938469,1.161047480165813e-59
552.5262631315658,3.833959975819723e-61
554.2771385692846,1.213358247039656e-62
556.0280140070035,3.681331764366333e-64
557.7788894447224,1.4832145394364392e-65
559.5297648824412,1.4797748285291246e-64
561.28064032016,5.055916254988653e-63
563.0315157578789,1.658907265085738e-61
564.7823911955978,5.216615218408451e-60
566.5332666333167,1.5721691660413808e-58
568.2841420710355,4.5410211014962976e-57
570.0350175087544,1.2570470714363496e-55
571.7858929464733,3.3349807868191337e-54
573.5367683841921,8.47966913357061e-53
575.2876438219109,2.0663707834802925e-51
577.0385192596298,4.825933948370492e-50
578.7893946973487,1.0801853164319845e-48
580.5402701350675,2.3171755658247345e-47
582.2911455727864,4.763908224068036e-46
584.0420210105052,9.386671239280253e-45
585.7928964482242,1.7725708514960139e-43
587.543771885943,3.208037044018402e-42
589.2946473236618,5.564407415996791e-41
591.0455227613807,9.25001084694249e-40
592.7963981990995,1.4737008646374115e-38
594.5472736368184,2.250195281654777e-37
596.2981490745373,3.292872052381194e-36
598.0490245122561,4.618205749285465e-35
599.799899949975,6.207482075029461e-34
601.5507753876939,7.996527695502142e-33
603.3016508254127,9.872592065628017e-32
605.0525262631315,1.168166409770593e-30
606.8034017008504,1.3247136484697857e-29
608.5542771385693,1.4397367244568913e-28
610.3051525762882,1.4996431549695274e-27
612.056028014007,1.497050847572932e-26
613.8069034517258,1.4322833667942915e-25
615.5577788894448,1.3133035569344355e-24
617.3086543271636,1.1541043224864996e-23
619.0595297648824,9.720056508639737e-23
620.8104052026013,7.845782905942937e-22
622.5612806403201,6.0694251400790704e-21
624.312156078039,4.4998973461275816e-20
626.0630315157579,3.197432823456603e-19
627.8139069534767,2.177429118337315e-18
629.5647823911956,1.4211188460555387e-17
631.3156578289145,8.889156378391119e-17
633.0665332666333,5.328861943625879e-16
634.8174087043521,3.061626206511581e-15
636.568284142071,1.6858294618087323e-14
638.3191595797899,8.896493937320654e-14
640.0700350175088,4.4995378553254125e-13
641.8209104552276,2.1810253220506885e-12
643.5717858929465,1.013204898460411e-11
645.3226613306654,4.511049875002777e-11
647.0735367683842,1.9248715421165553e-10
648.824412206103,7.871720221752764e-10
650.5752876438219,3.0851857949048227e-09
652.3261630815407,1.1588754728635901e-08
654.0770385192596,4.1719202179093486e-08
655.8279139569785,1.4393916960774845e-07
657.5787893946973,4.7595486054074745e-07
659.3296648324163,1.5083298112802797e-06
661.0805402701351,4.581109136968125e-06
662.8314157078539,1.3334868483164328e-05
664.5822911455728,3.720065703038829e-05
666.3331665832916,9.946178728136956e-05
668.0840420210105,0.0002548623496947598
669.8349174587294,0.0006258912520128635
671.5857928964482,0.0014731122986939916
673.3366683341671,0.003322894892887995
675.087543771886,0.007183583234376533
676.8384192096048,0.014883649262243068
678.5892946473236,0.029554356060330886
680.3401700850425,0.0562441490344684
682.0910455227613,0.10258337293011291
683.8419209604803,0.17931654965811414
685.5927963981991,0.30040527055900523
687.3436718359179,0.48232358330827285
689.0945472736369,0.7421867926821077
690.8454227113557,1.094540210962995
692.5962981490745,1.547013115840363
694.3471735867934,2.0955597362008063
696.0980490245122,2.7205071412179893
697.8489244622311,3.384881511127502
699.59979989995,4.0362759260064145
701.3506753376688,4.612772160784755
703.1015507753878,5.052274612948195
704.8524262131066,5.30341613933193
706.6033016508254,5.335416798984245
708.3541770885442,5.144286033601177
710.1050525262631,4.753643771118328
711.8559279639819,4.209930017368421
713.6068034017009,3.57335045169166
715.3576788394197,2.907006054393968
717.1085542771385,2.266921499640026
718.8594297148575,1.695106798149223
720.6103051525763,1.2166627326039003
722.3611805902951,0.8407286466577123
724.112056028014,0.564172787523506
725.8629314657328,0.3765423250343991
727.6138069034517,0.2648938044689461
729.3646823411706,0.21753027780150486
731.1155577788894,0.22615728302520277
732.8664332166084,0.2863783039429097
734.6173086543272,0.39672785390327714
736.368184092046,0.5566170714477923
738.1190595297649,0.7636998199247875
739.8699349674837,1.011283895593004
741.6208104052025,1.2864816930233254
743.3716858429215,1.5697443395427293
745.1225612806403,1.83618593730088
746.8734367183591,2.058677099873564
748.6243121560781,2.2121629555946423
750.3751875937969,2.2782130781760714
752.1260630315157,2.2486242150126556
753.8769384692346,2.127079497565384
755.6278139069534,1.928388401779901
757.3786893446722,1.675518141233522
759.1295647823912,1.3952356135212556
760.88044022011,1.1134988009047762
762.631315657829,0.8516785934377515
764.3821910955478,0.6243174664532463
766.1330665332666,0.4386104901003531
767.8839419709855,0.2953223519721802
769.6348174087043,0.19057125665666308
771.3856928464231,0.1178588643670522
773.1365682841421,0.06985715289474298
774.8874437218609,0.039682889342788435
776.6383191595799,0.02160426349397989
778.3891945972987,0.011272478613606566
780.1400700350175,0.005636936592361772
781.8909454727363,0.0027015353474776427
783.6418209104552,0.0012408575686709408
785.392696348174,0.0005462318112561523
787.143571785893,0.00023044952572783204
788.8944472236118,9.317908116349381e-05
790.6453226613306,3.610811388203811e-05
792.3961980990496,1.3410190846204871e-05
794.1470735367684,4.773191829959271e-06
795.8979489744872,1.6282706463855374e-06
797.6488244122061,5.32338741913399e-07
799.3996998499249,1.6679895641215872e-07
801.1505752876437,5.0088999779537725e-08
802.9014507253627,1.4415681045633431e-08
804.6523261630815,3.976232265873632e-09
806.4032016008005,1.0511195183140898e-09
808.1540770385193,2.6630310557092603e-10
809.9049524762381,6.466125606863538e-11
811.655827913957,1.5047204291830164e-11
813.4067033516758,3.3559174780173314e-12
815.1575787893946,7.173159763531989e-13
816.9084542271136,1.469445589035448e-13
818.6593296648324,2.884963293549736e-14
820.4102051025512,5.4283883369140276e-15
822.1610805402702,9.789214026927405e-16
823.911955977989,1.6922924373050306e-16
825.6628314157078,2.833030642765041e-17
827.4137068534267,6.511227649559889e-18
829.1645822911455,1.397352248357362e-17
830.9154577288643,8.22522182406072e-17
832.6663331665833,4.864799372883068e-16
834.4172086043021,2.760724634982656e-15
836.1680840420211,1.501539494677262e-14
837.9189594797399,7.826984632307078e-14
839.6698349174587,3.910173102882429e-13
841.4207103551776,1.8721526719055615e-12
843.1715857928964,8.590734856058434e-12
844.9224612306152,3.7780103503944775e-11
846.6733366683342,1.5923544527406514e-10
848.424212106053,6.432208668006406e-10
850.175087543772,2.4901429458171085e-09
851.9259629814908,9.239154015048047e-09
853.6768384192096,3.285367149475478e-08
855.4277138569284,1.1196425350968948e-07
857.1785892946473,3.6569468018607744e-07
858.9294647323661,1.1447263282864808e-06
860.680340170085,3.434222867510223e-06
862.4312156078039,9.874134880820386e-06
864.1820910455227,2.720905201364641e-05
865.9329664832417,7.185740721119906e-05
867.6838419209605,0.0001818751867423533
869.4347173586793,0.0004411833778128308
871.1855927963982,0.0010256722702004387
872.936468234117,0.002285292938429608
874.6873436718358,0.004879990143724424
876.4382191095548,0.00998711014646808
878.1890945472736,0.01958865448712763
879.9399699849926,0.03682250454175424
881.6908454227114,0.06633857562663388
883.4417208604302,0.11454162256255329
885.192596298149,0.18954196844529825
886.9434717358679,0.30060293777256836
888.6943471735867,0.45690772865242457
890.4452226113056,0.6656015168957736
892.1960980490245,0.9293006465386664
893.9469734867433,1.243553929342468
895.6978489244623,1.5949914665723925
897.4487243621811,1.9609752583854039
899.1995997998999,2.311369412449504
900.9504752376188,2.6125600564750457
902.7013506753376,2.833185744391284
904.4522261130564,2.9504056467591493
906.2031015507754,2.955181566171734
907.9539769884942,2.8551471087637665
909.7048524262132,2.6741849270211606
911.455727863932,2.4486574097678213
913.2066033016508,2.2210630421073136
914.9574787393697,2.032465438118527
916.7083541770885,1.91523275778176
918.4592296148073,1.887452711534649
920.2101050525262,1.9499771774685288
921.9609804902451,2.0865412759607214
923.7118559279639,2.266885664672535
925.4627313656829,2.4523233484945806
927.2136068034017,2.602757945728724
928.9644822411205,2.683841325223259
930.7153576788394,2.6728597740523474
932.4662331165582,2.562155323183901
934.217108554277,2.359433376335141
935.967983991996,2.0850598629446435
937.7188594297148,1.7671858350100929
939.4697348674338,1.4360140322885369
941.2206103051526,1.1185909687418292
942.9714857428714,0.835176506082438
944.7223611805903,0.5976635124723865
946.4732366183091,0.40991544614632075
948.2241120560279,0.26945367029980394
949.9749874937468,0.16975497197538472
951.7258629314657,0.1024961293863256
953.4767383691845,0.05931136104555149
955.2276138069035,0.03289373420318256
956.9784892446223,0.017483686273293823
958.7293646823412,0.00890629735411146
960.48024012006,0.004348161234672088
962.2311155577788,0.002034502836079606
963.9819909954977,0.0009123366925042948
965.7328664332166,0.0003920993759389958
967.4837418709354,0.0001615032698312862
969.2346173086544,6.375447049166311e-05
970.9854927463732,2.4120378560883158e-05
972.736368184092,8.745844438242172e-06
974.4872436218109,3.0392297305229036e-06
976.2381190595297,1.0122072920205249e-06
977.9889944972485,3.2308704710825213e-07
979.7398699349675,9.88356879699532e-08
981.4907453726863,2.8976922551155396e-08
983.2416208104052,8.14209475864407e-09
984.9924962481241,2.192733137852783e-09
986.7433716858429,5.664304777160708e-10
988.4942471235618,1.422475148793997e-10
990.2451225612806,4.235378104352546e-11
991.9959979989994,4.299737449264167e-11
993.7468734367183,1.3302587226972992e-10
995.4977488744372,4.669064561857569e-10
997.248624312156,1.5879661765310694e-09
998.999499749875,5.179391916031219e-09
1000.7503751875938,1.6191112017750937e-08
1002.5012506253127,4.850866594191902e-08
1004.2521260630315,1.3928547107528477e-07
1006.0030015007503,3.832975847234771e-07
1007.7538769384691,1.010904487431286e-06
1009.5047523761881,2.555217915218817e-06
1011.2556278139069,6.1899842420261405e-06
1013.0065032516258,1.4371262734130743e-05
1014.7573786893446,3.197747094547988e-05
1016.5082541270635,6.819257969267991e-05
1018.2591295647824,0.00013937150895331483
1020.0100050025012,0.00027299511048293064
1021.76088044022,0.0005124835704291691
1023.511755877939,0.0009220398945391369
1025.262631315658,0.001589882966153301
1027.0135067533765,0.0026274130286557305
1028.7643821910956,0.004161439755317919
1030.5152576288144,0.006317132172599596
1032.2661330665333,0.009191284900104877
1034.017008504252,0.012818927092007333
1035.767883941971,0.017140686118629594
1037.51875937969,0.021982462868046188
1039.2696348174086,0.027061408320911338
1041.0205102551276,0.03203187741255461
1042.7713856928463,0.0365820838399278
1044.5222611305653,0.04058798374968371
1046.2731365682841,0.044327294336775014
1048.024012006003,0.04875392233165202
1049.7748874437218,0.055828516055338846
1051.5257628814406,0.0688875635121731
1053.2766383191597,0.09300316825256442
1055.0275137568783,0.13523449529236045
1056.7783891945974,0.2046082708908829
1058.529264632316,0.31161589108066473
1060.280140070035,0.46702062048437726
1062.0310155077539,0.6798735106979791
1063.7818909454727,0.9548606440797086
1065.5327663831915,1.289415684778067
1067.2836418209104,1.6713354265876745
1069.0345172586294,2.0777915802505595
1070.785392696348,2.4765070729357235
1072.536268134067,2.829407805183798
1074.287143571786,3.0983554046235615
1076.0380190095048,3.2518335206577036
1077.7888944472236,3.270984032870552
1079.5397698849424,3.153396339653555
1081.2906453226612,2.9135958110717204
1083.04152076038,2.580092835204733
1084.7923961980991,2.189819304820125
1086.5432716358177,1.7814507936906734
1088.2941470735368,1.38927211432559
1090.0450225112556,1.0388844003647641
1091.7958979489745,0.7453607433493595
1093.5467733866933,0.5137160633242275
1095.2976488244121,0.34101389191992715
1097.0485242621312,0.2192138457893849
1098.7993996998498,0.1379517762170633
1100.5502751375689,0.08672339226625399
1102.3011505752875,0.0562669173718635
1104.0520260130065,0.039199286551069676
1105.8029014507254,0.030103039734479545
1107.5537768884442,0.025293366976721004
1109.304652326163,0.022455014642362586
1111.0555277638819,0.020271221493614582
1112.806403201601,0.01810419220389044
1114.5572786393195,0.01574418537886515
1116.3081540770386,0.013223154991467131
1118.0590295147572,0.01068251693426888
1119.8099049524762,0.008285126504423524
1121.560780390195,0.006163349520012274
1123.311655827914,0.004395832747510729
1125.0625312656327,0.0030052835081818855
1126.8134067033516,0.001969287329816848
1128.5642821410706,0.0012367818896335293
1130.3151575787892,0.0007444382569343931
1132.0660330165083,0.00042944905323380564
1133.8169084542271,0.00023743245566786107
1135.567783891946,0.000125809400084956
1137.3186593296648,6.388961973658747e-05
1139.0695347673836,3.109510202774066e-05
1140.8204102051025,1.4504476643021858e-05
1142.5712856428213,6.4847806465272395e-06
1144.3221610805404,2.7808214878877547e-06
1146.073036518259,1.1506276329765639e-06
1147.823911955978,4.8274787611011e-07
1149.5747873936969,2.7995205384029363e-07
1151.3256628314157,4.078767782264945e-07
1153.0765382691345,1.0622422577667449e-06
1154.8274137068533,3.003122070042095e-06
1156.5782891445724,8.266111064591885e-06
1158.329164582291,2.1845932729046073e-05
1160.08004002001,5.5344672892173876e-05
1161.8309154577287,0.00013438025484080026
1163.5817908954477,0.00031270879634206345
1165.3326663331666,0.0006974107766974442
1167.0835417708854,0.0014906682632987046
1168.8344172086042,0.0030536351126778634
1170.585292646323,0.005995108741134433
1172.3361680840421,0.011280303613833285
1174.0870435217607,0.02034175103938562
1175.8379189594798,0.03515602318325666
1177.5887943971984,0.05823111236376013
1179.3396698349175,0.09243884421752026
1181.0905452726363,0.1406365693452673
1182.8414207103551,0.20506278085403687
1184.592296148074,0.28656368111261205
1186.3431715857928,0.3837981383859813
1188.0940470235118,0.4926461961668721
1189.8449224612305,0.6060714314852615
1191.5957978989495,0.7146276477341815
1193.3466733366683,0.8076505091234258
1195.0975487743872,0.8749689828287549
1196.848424212106,0.908778146770606
1198.5992996498248,0.9052117898812302
1200.350175087544,0.865192623918568
1202.1010505252625,0.794319023904838
1203.8519259629816,0.701811398885568
1205.6028014007002,0.598795343063589
1207.3536768384192,0.49635519241983844
1209.104552276138,0.4038058802359082
1210.855427713857,0.3275162607824014
1212.6063031515757,0.2704315638928901
1214.3571785892946,0.23225824164737893
1216.1080540270136,0.21014503076915167
1217.8589294647322,0.19963886952562632
1219.6098049024513,0.19570146175190892
1221.36068034017,0.19361514912579317
1223.111555777889,0.18966143520022338
1224.8624312156078,0.1815096919845237
1226.6133066533266,0.16830486704651867
1228.3641820910454,0.15049148633226392
1230.1150575287643,0.129453394008881
1231.8659329664833,0.10707681867893559
1233.616808404202,0.08535110334726925
1235.367683841921,0.0661048902022023
1237.1185592796396,0.05094117784553562
1238.8694347173587,0.04139230997160468
1240.6203101550775,0.039274018385767474
1242.3711855927963,0.047178465957094476
1244.1220610305152,0.06900611015888511
1245.872936468234,0.1103910415166674
1247.623811905953,0.178828672353242
1249.3746873436717,0.28328823064332087
1251.1255627813907,0.4331200007804673
1252.8764382191096,0.6361847525134233
1254.6273136568284,0.8963543421264196
1256.3781890945472,1.2108250598152117
1258.129064532266,1.5679582155299177
1259.8799399699851,1.9464856537017867
1261.6308154077037,2.3167728263242497
1263.3816908454228,2.6443787535033105
1265.1325662831414,2.8954788575424253
1266.8834417208604,3.0430364665292253
1268.6343171585793,3.0721896840286202
1270.385192596298,2.983370001477083
1272.136068034017,2.7922290104294216
1273.8869434717358,2.526356397360713
1275.6378189094548,2.2197135836854165
1277.3886943471734,1.9063498128564746
1279.1395697848925,1.6150962822665944
1280.890445222611,1.3665341420615478
1282.6413206603302,1.1727783684467028
1284.392196098049,1.0397865333464902
1286.1430715357678,0.9712471757925573
